dataset	model	gen	avg_clustering	ci_lower	ci_upper
tree	GraphRNN	18	0.4297619047619047	0.33404037585145063	0.525483433672359
tree	GraphRNN	19	0.45350793650793647	0.35943567033573753	0.5475802026801354
tree	GraphRNN	20	0.4198888888888889	0.3250631581931347	0.5147146195846429
tree	Kronecker	0	0.0	nan	nan
tree	Kronecker	1	0.0002476702017617551	0.0001472529709533356	0.0003480874325701745
tree	Kronecker	2	0.0017395351661464444	0.0015161824181853527	0.001962887914107537
tree	Kronecker	3	0.010691069994589453	0.00988545210632474	0.01149668788285417
tree	Kronecker	4	0.03265297713510171	0.031227534775731928	0.03407841949447148
tree	Kronecker	5	0.06970691692563723	0.06707950852840429	0.0723343253228702
tree	Kronecker	6	0.12818775887380196	0.12429167189176209	0.13208384585584185
tree	Kronecker	7	0.1819249405905869	0.17743604356684506	0.18641383761432861
tree	Kronecker	8	0.2509051851946358	0.24375100670307054	0.258059363686201
tree	Kronecker	9	0.36694062720453907	0.3536190267445348	0.3802622276645432
tree	Kronecker	10	0.570552785272343	0.5480397183203221	0.5930658522243646
tree	Kronecker	11	0.7907081537233377	0.7823090693940745	0.7991072380526009
tree	Kronecker	12	0.8296131057656575	0.8282559275662136	0.8309702839651014
tree	Kronecker	13	0.8353163352252091	0.834697115916371	0.8359355545340477
tree	Kronecker	14	0.8359783480856248	0.8349368412966625	0.8370198548745877
tree	Kronecker	15	0.8331805953952349	0.8322466179782044	0.8341145728122648
tree	Kronecker	16	0.8355480086798858	0.8348623308625636	0.8362336864972078
tree	Kronecker	17	0.8363060735937384	0.8353066800213105	0.8373054671661664
tree	Kronecker	18	0.8334572177808696	0.8325664051190336	0.834348030442706
tree	Kronecker	19	0.8356998857608059	0.8349677359210129	0.8364320356005989
tree	Kronecker	20	0.8364837713064434	0.8355046572435685	0.837462885369318
tree	Linear_AE	0	0.0	nan	nan
tree	Linear_AE	1	0.5608377321282497	0.5607402377864753	0.5609352264700244
tree	Linear_AE	2	0.5825551577358882	0.5820842786363704	0.5830260368354058
tree	Linear_AE	3	0.6299530577139509	0.62790310013222	0.6320030152956817
tree	Linear_AE	4	0.6510936983096053	0.6478942320175527	0.6542931646016583
tree	Linear_AE	5	0.6591845517725611	0.6554113540712246	0.6629577494738975
tree	Linear_AE	6	0.6648740921908882	0.6602866376445776	0.6694615467371984
tree	Linear_AE	7	0.6692359101379622	0.6643410509431563	0.6741307693327679
tree	Linear_AE	8	0.6743702938236276	0.6692385781930734	0.6795020094541819
tree	Linear_AE	9	0.6790661151622527	0.6737703479536217	0.6843618823708835
tree	Linear_AE	10	0.6835219715280725	0.6782288970773425	0.6888150459788023
tree	Linear_AE	11	0.6875494391356335	0.6823869091153296	0.6927119691559374
tree	Linear_AE	12	0.6900918858118931	0.6849736357546427	0.6952101358691435
tree	Linear_AE	13	0.6922791801119657	0.6869461369849963	0.6976122232389352
tree	Linear_AE	14	0.6938631972209105	0.6882579412654778	0.6994684531763428
tree	Linear_AE	15	0.694872007255005	0.6893555910547663	0.7003884234552437
tree	Linear_AE	16	0.6956533965040279	0.6901718801003449	0.7011349129077109
tree	Linear_AE	17	0.6961464091708618	0.6906524483384916	0.7016403700032313
tree	Linear_AE	18	0.6965135862504238	0.6910173622037848	0.7020098102970628
tree	Linear_AE	19	0.6967915574344326	0.6913124383134669	0.7022706765553982
tree	Linear_AE	20	0.6973799221453362	0.6918995530047278	0.7028602912859445
tree	NetGAN	0	0.0	nan	nan
tree	SBM	0	0.0	nan	nan
tree	SBM	1	0.0	nan	nan
tree	SBM	2	0.0	nan	nan
tree	SBM	3	8.115541048688503e-05	-1.781477034760396e-06	0.00016409229800853046
tree	SBM	4	0.00014643596984617873	6.115466600427143e-05	0.00023171727368808602
tree	SBM	5	0.00011980141369119873	4.889949637006389e-05	0.00019070333101233356
tree	SBM	6	0.00021188727751584636	0.00010067661632230799	0.00032309793870938475
tree	SBM	7	0.00021312610605450449	0.00012068755645325579	0.0003055646556557532
tree	SBM	8	0.0002800231124237025	0.000174508914272022	0.00038553731057538304
tree	SBM	9	0.00026727733859986983	0.00014752545902784717	0.0003870292181718925
tree	SBM	10	0.00028746926612749574	0.00017555681732173427	0.0003993817149332572
tree	SBM	11	0.0002890281493379231	0.00018634144318291883	0.00039171485549292735
tree	SBM	12	0.0003330586120299498	0.000219128969596138	0.0004469882544637616
tree	SBM	13	0.00040838854164759796	0.00029011206672019803	0.0005266650165749979
tree	SBM	14	0.0004665853860026569	0.00034080225983290494	0.0005923685121724088
tree	SBM	15	0.000458380197530075	0.0003124492906660174	0.0006043111043941326
tree	SBM	16	0.0004850564172816756	0.0003518032977941211	0.0006183095367692303
tree	SBM	17	0.0004906695544499323	0.0003435424618525386	0.0006377966470473261
tree	SBM	18	0.0004771187576399672	0.00033934714501195626	0.0006148903702679783
tree	SBM	19	0.0003033488795033886	0.00019670364142077154	0.0004099941175860055
tree	SBM	20	0.00042046673699928894	0.0002957843751609139	0.0005451490988376639
